File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF226LQB	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPF	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF496SPE/	9870314	ENCODE Processing Pipeline	e7e6d5ccbe2473dfa6fa38f94fa0a279		https://www.encodeproject.org/files/ENCFF226LQB/@@download/ENCFF226LQB.tsv	V24			released	s3://encode-public/2016/07/07/d856576a-c70e-4f6d-a558-3c9a7439bd34/ENCFF226LQB.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF644XSV	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPF	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF733DAD/, /files/ENCFF285DRD/	10850220	ENCODE Processing Pipeline	e4f3439786c36059d45000b85e2643a3		https://www.encodeproject.org/files/ENCFF644XSV/@@download/ENCFF644XSV.tsv	V29			released	s3://encode-public/2021/04/17/01853115-87a3-4e60-8e04-3ff5a2b84879/ENCFF644XSV.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF138OAS	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPF	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF081GIE/, /files/ENCFF285DRD/	10826173	ENCODE Processing Pipeline	a087a7fc5507dd93eb9c198e16fc9ab8		https://www.encodeproject.org/files/ENCFF138OAS/@@download/ENCFF138OAS.tsv	V29			released	s3://encode-public/2021/04/17/badf8e24-4a4a-4d74-ba26-d383399fefb8/ENCFF138OAS.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF009GDJ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPT	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF759JTH/	9851125	ENCODE Processing Pipeline	81e164f45c0d932ab428d136ff5b7207		https://www.encodeproject.org/files/ENCFF009GDJ/@@download/ENCFF009GDJ.tsv	V24			released	s3://encode-public/2016/07/07/58bcf249-911d-46d0-b2da-0d17c9cc49ca/ENCFF009GDJ.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF885LEQ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPT	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF434HZH/	9853343	ENCODE Processing Pipeline	605f1dcfab5454b2abcd9297f44cedd7		https://www.encodeproject.org/files/ENCFF885LEQ/@@download/ENCFF885LEQ.tsv	V24			released	s3://encode-public/2016/07/07/6e684d9c-7e0d-4793-a76c-e274b320d098/ENCFF885LEQ.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF967AOT	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPT	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF583HCS/, /files/ENCFF285DRD/	10832786	ENCODE Processing Pipeline	a706535e6d6525187855f6a16e98f019		https://www.encodeproject.org/files/ENCFF967AOT/@@download/ENCFF967AOT.tsv	V29			released	s3://encode-public/2021/04/05/0ef7feab-f9b9-4c29-aed9-a45aaf3485ac/ENCFF967AOT.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF921PJP	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPT	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF040FHR/, /files/ENCFF285DRD/	10833050	ENCODE Processing Pipeline	825248bd7fe74047d4611f57697adc3a		https://www.encodeproject.org/files/ENCFF921PJP/@@download/ENCFF921PJP.tsv	V29			released	s3://encode-public/2021/04/05/89f15865-78ee-4fc7-a730-1b6ed51a55b1/ENCFF921PJP.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF853JHY	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTM	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF940AZB/, /files/ENCFF208MUX/	9834689	ENCODE Processing Pipeline	11b85c1a6addbebd62132c1f99864ab1		https://www.encodeproject.org/files/ENCFF853JHY/@@download/ENCFF853JHY.tsv	V24			released	s3://encode-public/2016/07/07/b609b70e-9ce3-4879-93c6-d3e94346b87a/ENCFF853JHY.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF919JBU	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTM	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF940AZB/, /files/ENCFF819LQD/	9782805	ENCODE Processing Pipeline	6e80e348627d501618e0beca0890b84d		https://www.encodeproject.org/files/ENCFF919JBU/@@download/ENCFF919JBU.tsv	V24			released	s3://encode-public/2016/07/07/a68ec4ea-01cf-4ff4-8330-425f86e4747c/ENCFF919JBU.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF175UTC	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTM	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF285DRD/, /files/ENCFF176JRV/	10739420	ENCODE Processing Pipeline	dd07422ee4cb2054d0a0e48920a75fc5		https://www.encodeproject.org/files/ENCFF175UTC/@@download/ENCFF175UTC.tsv	V29			released	s3://encode-public/2021/04/17/6c8fb29b-b70b-45eb-82c9-1dc940662061/ENCFF175UTC.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF499XPZ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTM	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF285DRD/, /files/ENCFF274DUB/	10805080	ENCODE Processing Pipeline	afd3edcd832cfeb4339901cf62570887		https://www.encodeproject.org/files/ENCFF499XPZ/@@download/ENCFF499XPZ.tsv	V29			released	s3://encode-public/2021/04/17/069ae7e5-f370-4432-bee0-1a44a1a5b3cf/ENCFF499XPZ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF244VME	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTQ	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF289RTH/	9851329	ENCODE Processing Pipeline	ee0b9af7c2656102876852912e782439		https://www.encodeproject.org/files/ENCFF244VME/@@download/ENCFF244VME.tsv	V24			released	s3://encode-public/2016/07/07/647af5b4-df15-4d61-8270-5b5b21928eb0/ENCFF244VME.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF118OFK	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTQ	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF837VDN/	9842744	ENCODE Processing Pipeline	a29371af403fd6040ffb6ff55c05a3fd		https://www.encodeproject.org/files/ENCFF118OFK/@@download/ENCFF118OFK.tsv	V24			released	s3://encode-public/2016/07/07/0533d50a-0b49-4ca1-a441-ee4bbbc7da01/ENCFF118OFK.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF958WFW	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTQ	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF147KFR/	10826472	ENCODE Processing Pipeline	ece0fcdab212b82b0fdbd06cc0274eee		https://www.encodeproject.org/files/ENCFF958WFW/@@download/ENCFF958WFW.tsv	V29			released	s3://encode-public/2021/04/17/40ffd074-e628-4f75-8fe2-c5f9369398a9/ENCFF958WFW.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF631BAG	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTQ	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF575YFR/	10815641	ENCODE Processing Pipeline	dd9b9b192173016b88a27b280b00b8a9		https://www.encodeproject.org/files/ENCFF631BAG/@@download/ENCFF631BAG.tsv	V29			released	s3://encode-public/2021/04/17/815e78a8-0ded-4c4f-99e4-8da07d72eda2/ENCFF631BAG.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF514TNR	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPQ	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF685FZH/	9875745	ENCODE Processing Pipeline	1b37e7c6278b4e55780994febbb2767b		https://www.encodeproject.org/files/ENCFF514TNR/@@download/ENCFF514TNR.tsv	V24			released	s3://encode-public/2016/07/07/0a3be9d7-f084-4d3d-8ed6-c101e07aaf6a/ENCFF514TNR.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF344HRY	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPQ	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF199XVX/	9899845	ENCODE Processing Pipeline	ebc98d6175aa900f1f6a0e3d17022279		https://www.encodeproject.org/files/ENCFF344HRY/@@download/ENCFF344HRY.tsv	V24			released	s3://encode-public/2016/07/07/0d4d0bad-ede2-4488-9747-27c3fb167a24/ENCFF344HRY.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF151QTZ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPQ	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF857STB/, /files/ENCFF285DRD/	10867659	ENCODE Processing Pipeline	deeb7cb7d96966be38bf9cb34ef22167		https://www.encodeproject.org/files/ENCFF151QTZ/@@download/ENCFF151QTZ.tsv	V29			released	s3://encode-public/2021/04/08/5416ec34-a5f5-47e4-bf6d-2d7c176820fc/ENCFF151QTZ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF750TQI	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPQ	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF413DQZ/, /files/ENCFF285DRD/	10898456	ENCODE Processing Pipeline	82356a70425827256523ccf9229bdd68		https://www.encodeproject.org/files/ENCFF750TQI/@@download/ENCFF750TQI.tsv	V29			released	s3://encode-public/2021/04/08/6ad42440-f1fa-45f3-b266-23054df6acba/ENCFF750TQI.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF796REI	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPR	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF472LOR/	9903995	ENCODE Processing Pipeline	dbd68705ec78c936e29f1836f71ffcf6		https://www.encodeproject.org/files/ENCFF796REI/@@download/ENCFF796REI.tsv	V24			released	s3://encode-public/2016/07/07/418697ca-c846-4d97-bb09-c3e7b3f2df01/ENCFF796REI.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF846THO	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPR	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF593HLF/	9896784	ENCODE Processing Pipeline	6cc9f288996a23cbd21fce8ee4aa9273		https://www.encodeproject.org/files/ENCFF846THO/@@download/ENCFF846THO.tsv	V24			released	s3://encode-public/2016/07/07/51721211-9e49-40da-a70a-50c001f2f3c4/ENCFF846THO.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF068HUH	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPR	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF821AAE/, /files/ENCFF285DRD/	10898428	ENCODE Processing Pipeline	fed0ee9d0120a8dc645aba9c2af7ef20		https://www.encodeproject.org/files/ENCFF068HUH/@@download/ENCFF068HUH.tsv	V29			released	s3://encode-public/2021/04/08/0f66a860-0a82-4128-8386-312e919d6940/ENCFF068HUH.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF217SNF	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPR	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF456KES/, /files/ENCFF285DRD/	10886561	ENCODE Processing Pipeline	8e74b51a74d43e8db6511e722123591c		https://www.encodeproject.org/files/ENCFF217SNF/@@download/ENCFF217SNF.tsv	V29			released	s3://encode-public/2021/04/08/5adda50b-0f45-462d-96fc-e2d086a989e2/ENCFF217SNF.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF285MOL	tsv	tsv		gene quantifications	GRCh38	ENCSR000COW	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF421KRN/	9863152	ENCODE Processing Pipeline	30d9cf1cffd9acb7ba6f4ec009db2c7f		https://www.encodeproject.org/files/ENCFF285MOL/@@download/ENCFF285MOL.tsv	V24			released	s3://encode-public/2016/07/07/bb566159-7f2d-4c8d-aa83-659baf27fb2c/ENCFF285MOL.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF819LFK	tsv	tsv		gene quantifications	GRCh38	ENCSR000COW	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF783WBS/, /files/ENCFF285DRD/	10856184	ENCODE Processing Pipeline	2488d973e6d8a4cf06da7ac9f5d72c74		https://www.encodeproject.org/files/ENCFF819LFK/@@download/ENCFF819LFK.tsv	V29			released	s3://encode-public/2021/04/05/86e586f5-e8ee-42ec-8f5d-cc449b033fa9/ENCFF819LFK.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
