# Jan, Williams, Weissman. Science, 2014.
# Table S6 Comprehensive 293/human annotation table
# See Materials and Methods for additional information on annotation derivation
#
# UCSC.gene.id: the ucsc gene id <string>
# uniprot.protein.id: the uniprot protein id <string>
# AA.length: the length of the gene in amino acids <integer>
# secretome: whether the gene is a member of the secretome <"yes" or "no">
# phobius: whether this gene was predicted to contain a TMD or signal peptide by Phobius <"yes" or "no">
# first.feature.start: the position, in amino acids, where the first Phobius-predicted hydrophobic feature begins <integer> or NA
# TMHMM: whether this gene was predicted to contain a TMD by TMHMM <"yes" or "no">
# SignalP: whether this gene was predicted to contain a signal peptide by SignalP <"yes" or "no">
# signalSequence: whether this gene has an ER signal anchor sequence, based on containing a TMD within the first 60 amino acids <"yes" or "no">
# signalAnchor:whether this gene has an ER signal sequence, based on a SignalP prediction or Phobius-predicted hydrophobic domain in the first 60 amino acids <"yes or "no">
# mitoCarta: whether this gene is annotated in MitoCarta <"yes" or "no">
# mito.GO: whether this gene is annotated with the term GO:005739 <"yes" or "no">
# pexDB: whether this gene is annotated as peroxisomal <"yes" or "no">
# input.count: refers to the number of raw sequencing counts mapped to the gene in the input library (for statistical reliability, see Ingolia 2009) <int>
# input.rpkm: is the input reads per kilobase per million, which corrects counts for total library sequencing reads and gene length <float>
# pulldown.count: refers to the number of raw sequencing counts mapped to the gene in the pulldown library <int>
# pulldown.rpkm: is the pulldown reads per kilobase per million, which corrects counts for total library sequencing reads and gene length <float>
# log2.enrichment: represents log2(pulldown.rpkm / total.rpkm) <float> or "NA"
#
#UCSC.gene.id	uniprot.protein.id	AA.length	secretome	phobius	first.feature.start	TMHMM	SignalP	signalSequence	signalAnchor	mitoCarta	mito.GO	pexDB	input.count	input.rpkm	pulldown.count	pulldown.rpkm	log2.enrichment
uc002nmh.3	Q8IWZ8	645	no	no	NA	no	no	no	no	no	no	no	213	30.7028424421	76	16.9844556653	-0.854157243179
uc002nmk.4	Q9Y6X3	613	yes	yes	2	no	no	yes	no	no	no	no	137	20.7787198523	67	15.7547705756	-0.399318028899
uc010xqt.2	Q86YP4	633	no	no	NA	no	no	no	no	no	no	no	360	52.8758650962	195	44.4046709757	-0.25189791898
uc002nmr.3	Q9BXA6	273	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010ecf.2	A6XGL0-2	249	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nmv.4	Q8IUL8	1156	yes	yes	4	no	yes	yes	no	no	no	no	49	3.9409138497	223	27.8064011634	NA
uc002nmy.3	Q9BYU1	374	no	no	NA	no	no	no	no	no	no	no	4	0.994367873022	4	1.54165126711	NA
uc002nnb.4	Q9HBW0	351	yes	yes	33	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nnd.3	Q9P107	970	no	no	NA	no	no	no	no	no	no	no	9	0.862639757885	16	2.37763948	NA
uc002nnh.4	Q9HD20	1204	yes	yes	67	yes	no	no	no	no	no	no	168	12.9730320178	525	62.8536599455	2.27648105337
uc002nni.2	Q8IZC7	436	no	no	NA	no	no	no	no	no	no	no	18	3.83835121628	5	1.65303203526	NA
uc002nnk.1	P17017	642	no	no	NA	no	no	no	no	no	no	no	11	1.59300211434	4	0.898095909501	NA
uc010eci.2	Q5JVG8	444	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002noj.3	O75346	499	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002non.3	P35789	620	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002noq.3	O95780	498	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nor.2	Q03938	601	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nou.2	Q96H40	463	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002npa.3	C9JHM3	536	no	no	NA	no	no	no	no	no	no	no	1	0.173457828596	0	0.0	NA
uc002npb.1	Q68DY1	528	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002npg.4	Q03923	595	no	no	NA	no	no	no	no	no	no	no	4	0.625031234471	1	0.242259484832	NA
uc002npj.3	Q9H8G1	570	no	no	NA	no	no	no	no	no	no	no	26	4.24089175319	8	2.02307920667	NA
uc002npo.4	NP_872321	554	no	no	NA	no	no	no	no	no	no	no	26	4.36337238144	2	0.520376871751	NA
uc002npp.2	Q8TF32	576	no	no	NA	no	no	no	no	no	no	no	9	1.45270931449	5	1.25125341558	NA
uc002npq.1	P17019	563	no	no	NA	no	no	no	no	no	no	no	16	2.64222795389	0	0.0	NA
uc002nps.4	Q8NE65	137	no	no	NA	no	no	no	no	no	no	no	28	19.0018619823	9	9.46933971733	NA
uc002npw.3	Q6ZR52-2	774	no	no	NA	no	no	no	no	no	no	no	5	0.600603334157	4	0.744932266021	NA
uc002nqd.1	Q86V71	674	no	no	NA	no	no	no	no	no	no	no	1	0.137942724225	2	0.427728170549	NA
uc002nqi.3	Q8IYN0	542	no	no	NA	no	no	no	no	no	no	no	31	5.31766656818	5	1.32974532726	NA
uc002nqj.3	P17038	809	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021urr.1	NP_009084	1280	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010ecx.3	Q9Y2Q1	563	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nqs.1	Q8N7Q3	588	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021urs.1	NP_001229609	1252	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nqt.2	A6NK75	572	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nqw.3	Q9P255	531	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021urt.1	NP_001073878	864	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nqz.1		283	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021uru.1		146	no	no	NA	no	no	no	no	no	no	no	8	5.1295666829	4	3.97639706138	NA
uc002nre.3	Q05481	1191	no	no	NA	no	no	no	no	no	no	no	3	0.234189914679	0	0.0	NA
uc002nri.3	Q8TD23	568	no	no	NA	no	no	no	no	no	no	no	15	2.45528334844	8	2.030202725	NA
uc002nrk.4	Q96N22	645	no	no	NA	no	no	no	no	no	no	no	2	0.288289600396	0	0.0	NA
uc002nrn.3	A6NE09	295	no	no	NA	no	no	no	no	no	no	no	0	0.0	1	0.488625062627	NA
uc021urw.1	NP_001230967	616	no	no	NA	no	no	no	no	no	no	no	1	0.150930837869	0	0.0	NA
uc002nru.3	O75437	659	no	no	NA	no	no	no	no	no	no	no	3	0.423247630323	1	0.218732008308	NA
uc002nsd.2	P47985	274	no	no	NA	no	no	no	no	yes	no	yes	745	252.792628157	471	247.781055937	-0.0288885021368
uc010xrl.1	A6NLU5	285	yes	yes	13	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nsf.2	O95707	220	no	no	NA	no	no	no	no	no	no	no	176	74.3787169021	78	51.1057395048	-0.541404536176
uc002nsh.4	Q96S99	279	no	no	NA	no	no	no	no	no	no	no	7	2.33266585266	3	1.54993971478	NA
uc002nsj.3	Q9NSK7-4	152	no	no	NA	yes	no	no	no	no	no	no	15	9.1750061968	21	19.9146859406	NA
uc002nsl.3		132	no	no	NA	no	no	no	no	no	no	no	7	4.9304073704	0	0.0	NA
uc002nsn.3	P24864	410	no	no	NA	no	no	no	no	no	no	no	52	11.7917478015	16	5.62514706244	NA
uc002nsr.3	O94763	535	no	no	NA	no	no	no	no	no	no	yes	84	14.5976921023	50	13.4714386425	NA
uc002nsu.1	O15090	1300	no	no	NA	no	no	no	no	no	no	no	33	2.3600939017	21	2.32848635613	NA
uc002nsy.4	Q63HK5	1081	no	no	NA	no	no	no	no	yes	no	yes	21	1.80614368055	12	1.60012277678	NA
uc021urz.1	C9W8M7	148	yes	yes	15	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002ntd.3	Q8TCN5	953	no	no	NA	no	no	no	no	no	no	no	84	8.19492683601	25	3.78133246262	NA
uc002ntg.3	Q6ZPD9	716	yes	yes	44	yes	no	no	yes	no	no	no	48	6.23285337168	90	18.118708677	NA
uc002ntm.3	O14737	125	no	no	NA	no	no	no	no	no	no	no	939	698.41615171	482	555.82078124	-0.329467147823
uc002ntn.1	Q96NW4	1050	no	no	NA	no	no	no	no	no	no	no	67	5.93258813385	27	3.70657011793	NA
uc002ntp.1	Q6ZS82	235	yes	yes	211	yes	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010edf.3	A8MXV4	375	no	yes	15	no	no	yes	no	yes	no	yes	128	31.7349192115	92	35.3634245325	0.156186819657
uc002ntq.2	Q587J7	1177	no	no	NA	no	no	no	no	no	no	no	1	0.0789918403803	0	0.0	NA
uc021usa.1	P82251	487	yes	yes	30	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nty.3	Q96ST8	783	no	yes	16	no	no	yes	no	no	no	yes	45	5.34329862802	19	3.49775667436	NA
uc002nud.4	Q9BTP7	215	no	no	NA	no	no	no	no	no	no	no	12	5.18921280712	7	4.69307327593	NA
uc002nuf.3	Q8IUC4	686	no	no	NA	no	no	no	no	no	no	no	74	10.0292001654	40	8.40492090233	NA
uc002nug.1	Q9BRR8	931	no	no	NA	no	no	no	no	no	no	no	39	3.89469650803	15	2.32241235459	NA
uc002nui.3	Q6ZMY6	472	no	no	NA	no	no	no	no	no	no	no	0	0.0	1	0.305390664142	NA
uc010edh.3	O75074	770	yes	yes	497	yes	no	no	no	no	no	no	29	3.50159543857	35	6.55201788523	NA
uc002num.2	Q9NS82	523	yes	yes	40	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nun.3	P49715	358	no	no	NA	no	no	no	no	no	no	no	27	7.01196004314	20	8.05275941201	NA
uc021usd.1	P53567	150	no	no	NA	no	no	no	no	no	no	no	245	151.856547008	124	119.159365273	-0.349816765009
uc002nur.4	P12955	493	no	no	NA	no	no	no	no	no	no	no	340	64.1195835363	254	74.265062764	0.211918614233
uc002nut.4	Q9H2A9	424	yes	yes	17	yes	no	yes	no	no	no	no	3	0.657830632978	13	4.41952149805	NA
uc002nuw.4	Q96SI1	283	no	no	NA	no	no	no	no	no	no	no	96	31.538678545	51	25.9765514743	NA
uc002nva.4	Q8ND56-2	463	no	no	NA	no	no	no	no	no	no	no	354	71.0854907757	155	48.2556824808	-0.55885628121
uc002nvd.4	O15063	1070	no	no	NA	no	no	no	no	no	no	no	50	4.34455122091	17	2.29014456923	NA
uc002nvg.2	P06744	558	no	no	NA	no	no	no	no	no	no	no	1871	311.744129309	834	215.441620355	-0.533065406195
uc002nvj.3	Q9BRP1	358	no	no	NA	no	no	no	no	no	no	no	206	53.4986581069	163	65.6299892079	0.294852490648
uc002nvk.3	Q9UBT2	640	no	no	NA	no	no	no	no	no	no	no	815	118.395809131	307	69.144263745	-0.775936540147
uc002nvm.3	NP_001073905	430	yes	yes	11	no	no	yes	no	no	no	no	6	1.29730320178	2	0.670439039419	NA
uc002nvn.3	Q4G0G5	96	yes	yes	4	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nvq.1	Q9NR11-2	399	no	no	NA	no	no	no	no	no	no	no	12	2.79619236474	6	2.16758486429	NA
uc002nvu.3	Q2M3W8	571	no	no	NA	no	no	no	no	no	no	no	7	1.13977893677	1	0.252442020096	NA
uc010edn.1	Q96NL3	588	no	no	NA	no	no	no	no	no	no	no	0	0.0	2	0.490287052636	NA
uc010edq.1	P17039-2	624	no	no	NA	no	no	no	no	no	no	no	3	0.446987481383	1	0.231000630569	NA
uc002nxh.1	Q3KQV3	632	no	no	NA	no	no	no	no	no	no	no	2	0.294219607999	1	0.228076571954	NA
uc010xse.1	Q96CP6	724	yes	yes	607	yes	no	no	no	no	no	no	151	19.3908602421	136	27.0768473931	0.481682965523
uc002nxo.2	Q6TN97	268	yes	yes	4	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nxq.2	P05981	417	yes	yes	21	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc010xsi.2	E7EQQ4	165	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010xsm.2	F5H174	144	yes	yes	58	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nxx.2	Q8N135	537	yes	yes	3	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nyc.3	O00168	92	yes	yes	4	yes	yes	yes	yes	no	no	no	3	3.03174117807	0	0.0	NA
uc010xsp.1	B4DK58	133	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002nye.1	P58549	80	yes	yes	25	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nyg.2	Q96DB9	178	yes	yes	7	yes	yes	yes	no	no	no	no	177	92.4510736774	455	368.458983321	1.9947420486
uc002nyk.1	Q17R55	369	yes	yes	5	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nyl.3	Q86X29	649	yes	yes	260	yes	no	no	no	no	no	no	138	19.7693816111	322	71.5169409845	1.85501728494
uc002nyq.1	Q15853	346	no	no	NA	no	no	no	no	no	no	no	155	41.6499317913	79	32.9115811691	-0.339718793502
uc002nyw.3	P81172	84	yes	yes	8	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nyy.2	P20916	626	yes	yes	3	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc010edt.3	P20273	847	yes	yes	3	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nzc.2	O14842	300	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nzd.3	O14843	346	yes	yes	15	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc021usn.1	O15529	346	yes	yes	15	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc010eea.3	O15552	330	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002nzh.3	P60985	99	yes	yes	5	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002nzm.4	NP_201574	476	yes	yes	5	no	yes	yes	no	no	no	no	142	27.7357610297	50	15.141217802	-0.873266066133
uc002oad.2	E9PBV3	590	yes	yes	6	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002oaf.1	O14556	408	yes	yes	6	no	no	yes	no	no	no	no	0	0.0	0	0.0	NA
uc021usq.1		111	no	no	NA	no	no	no	no	no	no	no	16	13.401570613	15	19.4789720912	NA
uc002oaj.2	Q9BVK8	224	yes	yes	99	yes	no	no	no	no	no	no	499	207.114842266	967	622.266198617	1.58710093774
uc002oal.1	P20648	1035	yes	yes	107	yes	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oam.1	O94927	633	no	no	NA	no	no	no	no	no	no	no	144	21.1503460385	94	21.4053285729	0.017288713834
uc002oan.3	Q9BTD8	480	no	no	NA	no	no	no	no	no	no	no	748	144.883542299	390	117.117319698	-0.306939282546
uc002oar.2	B9EIN1	342	no	no	NA	no	no	no	no	no	no	no	1	0.271852035461	1	0.421474834722	NA
uc002oav.3	P14854	86	no	no	NA	no	no	no	no	yes	no	yes	710	767.571061053	396	663.734649024	-0.209693730714
uc002oaw.3	O00322	258	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc002oax.1		100	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oay.3	Q9Y2Y4	487	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021usv.1	Q9UMN6	2715	no	no	NA	no	no	no	no	no	no	no	69	2.36285979109	51	2.70768473931	NA
uc002obd.4	Q9H665	355	yes	yes	6	yes	yes	yes	no	no	no	no	4	1.047587562	2	0.81208109	NA
uc002obf.3	Q8WU68-2	202	no	no	NA	no	no	no	no	no	no	no	11	5.06290770992	2	1.42717221262	NA
uc002obh.1	Q8NAD5	129	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002obi.1	Q9NZ42	101	yes	yes	18	yes	no	no	yes	no	no	no	250	230.132168633	335	478.102691229	1.05485786428
uc021usw.1	Q96GY3	246	no	no	NA	no	no	no	no	no	no	no	32	12.0941003093	17	9.96119792307	NA
uc002obn.1	O14558	160	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021usz.1	Q2NL68	480	no	no	NA	no	no	no	no	no	no	no	92	17.8199009244	35	10.5105286909	NA
uc002obs.2	O14559-11	1126	no	no	NA	no	no	no	no	no	no	no	2	0.165139247118	7	0.896101913255	NA
uc002obx.1	Q9UF12	536	no	no	NA	no	no	no	no	yes	no	yes	0	0.0	0	0.0	NA
uc002oby.3	O60500	1241	yes	yes	9	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002ocb.4	Q6UWL6	708	yes	yes	6	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002ocf.3	P51693-2	651	yes	yes	20	yes	yes	yes	no	no	no	no	24	3.42759064065	125	27.6774949069	NA
uc002oci.1	Q8NI38	313	no	no	NA	no	no	no	no	no	no	no	0	0.0	6	2.76315131262	NA
uc002ocl.1	Q9UBK5	93	yes	yes	4	yes	yes	yes	yes	no	no	no	1	0.999713936856	6	9.29963828871	NA
uc002ocn.3	O43914-2	112	yes	yes	10	yes	yes	yes	yes	no	no	no	0	0.0	0	0.0	NA
uc002oco.3	Q9BTN0	628	yes	yes	2	yes	yes	yes	no	no	no	no	9	1.33242128208	38	8.72211298097	NA
uc002ocp.3	NP_001036096	115	no	no	NA	no	no	no	no	no	no	yes	65	52.5501804199	53	66.4317639493	NA
uc002ocq.1	Q8N205	404	yes	yes	354	yes	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ocv.1	Q3KRA9-2	266	no	no	NA	no	no	no	no	no	no	no	52	18.1752503708	19	10.2960281054	NA
uc002ocy.3		135	no	no	NA	no	no	no	no	no	no	no	2	1.37738364633	2	2.13547249593	NA
uc002ocz.2	Q96DZ5	547	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oda.1	Q8NA92	274	no	no	NA	no	no	no	no	no	no	no	11	3.73250860366	1	0.526074428741	NA
uc002odd.2	O43379-4	1523	no	no	NA	no	no	no	no	no	no	no	106	6.4708995335	65	6.15192749565	-0.0729277779353
uc002ode.3	P36954	125	no	no	NA	no	no	no	no	no	no	no	373	277.432614045	204	235.243650151	-0.237981614687
uc002odg.1	Q99426	244	no	no	NA	no	no	no	no	no	no	no	562	214.1436419	396	233.939261541	0.127555163458
uc002odj.3	P04632	268	no	no	NA	no	no	no	no	no	no	no	906	314.305585416	407	218.905851285	-0.521857392178
uc002odm.1	P24310	79	no	yes	51	yes	no	no	yes	yes	no	yes	0	0.0	0	0.0	NA
uc002odn.3	Q8N9K5	499	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010eeu.3	Q15072	292	no	no	NA	no	no	no	no	no	no	no	100	31.8402041533	17	8.39196811327	-1.92376848493
uc010eex.2	Q9HCL3	533	no	no	NA	no	no	no	no	no	no	no	7	1.22103897353	1	0.270439762617	NA
uc002ody.1	Q8N141	532	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010xtf.2	B7ZL95	419	no	no	NA	no	no	no	no	no	no	no	19	4.21597739003	1	0.34402003216	NA
uc021uth.1	B7Z4Z6	219	no	no	NA	no	no	no	no	no	no	no	4	1.69814422151	1	0.658193577511	NA
uc002oed.2	Q3ZCT1	412	no	no	NA	no	no	no	no	no	no	no	18	4.06194449101	11	3.84851535977	NA
uc002oeh.4	Q6P280	563	no	no	NA	no	no	no	no	no	no	no	21	3.46792418948	1	0.256029118073	NA
uc002oek.3	Q96SR6	550	no	no	NA	no	no	no	no	no	no	no	1	0.169042538414	2	0.524161430818	NA
uc002oem.3	Q8TAF7	563	no	no	NA	no	no	no	no	no	no	no	1	0.165139247118	0	0.0	NA
uc002oep.4	NP_689816	616	no	no	NA	no	no	no	no	no	no	no	7	1.05651586509	2	0.468001277516	NA
uc010efc.3	A8MQ14	1090	no	no	NA	no	no	no	no	no	no	no	5	0.426483468475	0	0.0	NA
uc021utm.1	Q6PG37	636	no	no	NA	no	no	no	no	no	no	no	8	1.16947668085	1	0.226642128105	NA
uc002oey.4	Q14585	488	no	no	NA	no	no	no	no	no	no	no	5	0.952596271799	0	0.0	NA
uc021utr.1	NP_001165450	513	no	no	NA	no	no	no	no	no	no	no	9	1.63111221276	1	0.280983223148	NA
uc002ofc.3	Q3ZCX4	644	no	no	NA	no	no	no	no	no	no	no	3	0.433105882582	1	0.223826697943	NA
uc021utt.1		179	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ofl.3	Q8TAQ5	688	no	no	NA	no	no	no	no	no	no	no	5	0.675678750927	0	0.0	NA
uc002ofn.1	NP_954577	714	no	no	NA	no	no	no	no	no	no	no	1	0.130214840515	0	0.0	NA
uc002ofq.3	Q52M93	769	no	no	NA	no	no	no	no	no	no	no	1	0.120901685471	0	0.0	NA
uc002ofu.1	Q8NA42	475	no	no	NA	no	no	no	no	no	no	no	3	0.587200396595	0	0.0	NA
uc002ogb.3	P10072	659	no	no	NA	no	no	no	no	no	no	no	4	0.564330173764	1	0.218732008308	NA
uc010efk.1	Q8NB42	609	no	no	NA	no	no	no	no	no	no	no	2	0.305331350173	0	0.0	NA
uc002ogi.3	Q5MCW4	686	no	no	NA	no	no	no	no	no	no	no	8	1.08423785572	5	1.05061511279	NA
uc002ogk.1	Q96NI8	536	no	no	NA	no	no	no	no	no	no	no	8	1.38766262877	2	0.537852214459	NA
uc010efm.3	E9PGN4	406	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ogq.3	Q8NDQ6	660	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ogt.3	Q7Z3V5	609	no	no	NA	no	no	no	no	no	no	no	3	0.457997025259	0	0.0	NA
uc002ogx.1	Q9Y2G7	519	no	no	NA	no	no	no	no	no	no	no	20	3.58278983151	5	1.38867431093	NA
uc002ogy.2	NP_689818	327	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ohc.2	Q96SK3	696	no	no	NA	no	no	no	no	no	no	no	8	1.0686597256	2	0.414208027227	NA
uc002ohe.3	NP_001166161	665	no	no	NA	no	no	no	no	no	no	no	6	0.838857709422	1	0.216758486429	NA
uc002ohi.3		240	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010efu.2	Q6ZQQ6	2873	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ohk.3	O60292	1781	no	no	NA	no	no	no	no	no	no	no	62	3.23658088709	24	1.94242865997	NA
uc002ohm.3	Q92782-2	414	no	no	NA	no	no	no	no	no	no	no	31	6.96177603854	36	12.5342950848	NA
uc002ohq.3	Q96A00	147	no	no	NA	no	no	no	no	no	no	no	42	26.563827465	23	22.5532044213	NA
uc002ohr.2	O43291	252	yes	yes	12	yes	yes	yes	no	no	no	no	60	22.1365228875	240	137.280374738	NA
uc002ohz.2	Q5BJH7	314	yes	yes	157	yes	no	no	no	no	no	no	266	78.760902452	440	201.985774296	1.35870214162
uc002ohu.1	Q9GZP8	106	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oic.3	Q9Y257	313	yes	yes	5	yes	no	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002oih.4	Q6ZRH7	1159	yes	yes	18	yes	no	yes	no	no	no	no	0	0.0	4	0.497478493443	NA
uc002oii.4	P48556	350	no	no	NA	no	no	no	no	no	no	no	1495	397.129220602	768	316.293983397	-0.328342404763
uc002oij.1	Q86UU5	652	no	no	NA	no	no	no	no	no	no	no	2	0.285194466649	2	0.442160716181	NA
uc002oim.3	Q2MJR0	410	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oin.1	Q17RN3	349	no	no	NA	no	no	no	no	no	no	no	21	5.5943877326	30	12.3906355423	NA
uc021uub.1	Q8TDF6	673	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oit.3	P21817	5038	yes	yes	3984	yes	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oiy.1	Q92918-2	821	no	no	NA	no	no	no	no	no	no	no	4	0.452976351413	0	0.0	NA
uc002oiz.1	Q9UBQ5	218	no	no	NA	no	no	no	no	no	no	no	1148	489.603021809	547	361.683409316	-0.436885040282
uc002oja.2	O43707	911	no	no	NA	no	no	no	no	no	no	no	826	84.2986006601	414	65.5057946198	-0.363886150321
uc002ojd.1	Q6ZSI9	719	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002oje.3	P47929	136	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ojf.4	P47929	136	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ojg.3	P56470	323	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc021uuh.1	P14866	589	no	no	NA	no	no	no	no	no	no	no	2976	469.760317276	1285	314.474610552	-0.578981303429
uc010xun.2		101	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010xuo.2	B4DPG5	566	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002ojt.2	Q8IXJ6	389	no	no	NA	no	no	no	no	no	no	no	58	13.8623572632	36	13.3398410414	NA
uc002ojw.3	Q15653	356	no	no	NA	no	no	no	no	no	no	no	135	35.2567653855	71	28.7478986987	-0.294443613947
uc021uuj.1	NP_001230141	266	yes	yes	10	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002oka.2	Q9NP81	518	no	no	NA	no	no	no	no	yes	no	yes	134	24.0510329751	83	23.0964954796	-0.0584248955115
uc002oke.3	O15235	138	no	no	NA	no	no	no	no	yes	no	yes	208	140.133814453	158	165.034885283	0.235965893637
uc002okh.3	Q8NI29	283	no	no	NA	no	no	no	no	no	no	no	7	2.29969531058	7	3.56540902588	NA
uc002oki.3	Q6ZNF0	438	yes	yes	10	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002okn.1	O96013	591	no	no	NA	no	no	no	no	no	no	no	123	19.3497931027	65	15.8534442908	-0.287521828714
uc002okq.1	Q6ZVX7	275	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc002okr.2	Q0VAF6	134	yes	yes	7	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc010xut.2	Q8IZI9	196	yes	yes	8	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002oku.1	Q8IZJ0	200	yes	yes	9	yes	no	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002okv.3	Q8IU54	200	yes	yes	3	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc002okw.2	Q9P244	771	yes	yes	16	yes	yes	yes	no	no	no	no	22	2.65293737329	38	7.10439293392	NA
uc002okz.4	O60234	142	no	no	NA	no	no	no	no	no	no	no	1	0.65474222625	2	2.030202725	NA
uc002olb.3	Q5PRF9	694	no	no	NA	no	no	no	no	no	no	no	90	12.0570686621	41	8.5157350612	NA
uc002old.3	Q8N7H5	531	no	no	NA	no	no	no	no	no	no	no	284	49.7258841812	100	27.1458368126	-0.873266066131
uc002olf.3	B4DUA7	221	no	no	NA	no	no	no	no	no	no	no	221	92.9733961276	109	71.0938411257	-0.387093371015
